id,synopsis,rating,genre,director,writer,theater_date,dvd_date,currency,box_office,runtime,studio,release_year,review_score
357,"Planet 51 is a galactic-sized animated alien adventure comedy revolving around American astronaut Captain Charles ""Chuck"" Baker, who lands on Planet 51 thinking he's the first person to step foot on it. To his surprise, he finds that this planet is inhabited by little green people who are happily living in a white picket fence world reminiscent of a cheerfully innocent 1950s America, and whose only fear is that it will be overrun by alien invaders...like Chuck",PG,Comedy,Jorge Blanco,Joe Stillman,2009-11-20,"Mar 9, 2010",$,42194060.0,91 minutes,Sony Pictures/TriStar Pictures,2009,24
357,"Planet 51 is a galactic-sized animated alien adventure comedy revolving around American astronaut Captain Charles ""Chuck"" Baker, who lands on Planet 51 thinking he's the first person to step foot on it. To his surprise, he finds that this planet is inhabited by little green people who are happily living in a white picket fence world reminiscent of a cheerfully innocent 1950s America, and whose only fear is that it will be overrun by alien invaders...like Chuck",PG,Kids and Family,Jorge Blanco,Joe Stillman,2009-11-20,"Mar 9, 2010",$,42194060.0,91 minutes,Sony Pictures/TriStar Pictures,2009,24
377,"It's 1969, and Elliot Tiber, a down-on-his-luck interior designer in Greenwich Village, New York, has to move back upstate to help his parents run their dilapidated Catskills motel, The El Monaco. The bank's about to foreclose; his father wants to burn the place down, but hasn't paid the insurance; and Elliot is still figuring how to come out to his parents. When Elliot hears that a neighboring town has pulled the permit on a hippie music festival, he calls the producers, thinking he could drum up some much-needed business for the motel. Three weeks later, half a million people are on their way to his neighbor's farm in White Lake, N.Y., and Elliot finds himself swept up in a generation-defining experience that would change his life, and American culture, forever. The film features a standout ensemble cast and songs from a score of '60s musical icons, including The Grateful Dead, The Doors, Jefferson Airplane and Country Joe and the Fish -- plus a new recording of ""Freedom"" from Richie Havens.",R,Comedy,Ang Lee,James Schamus,2009-08-28,"Dec 15, 2009",$,7366736.0,121 minutes,Focus Features,2009,50
377,"It's 1969, and Elliot Tiber, a down-on-his-luck interior designer in Greenwich Village, New York, has to move back upstate to help his parents run their dilapidated Catskills motel, The El Monaco. The bank's about to foreclose; his father wants to burn the place down, but hasn't paid the insurance; and Elliot is still figuring how to come out to his parents. When Elliot hears that a neighboring town has pulled the permit on a hippie music festival, he calls the producers, thinking he could drum up some much-needed business for the motel. Three weeks later, half a million people are on their way to his neighbor's farm in White Lake, N.Y., and Elliot finds himself swept up in a generation-defining experience that would change his life, and American culture, forever. The film features a standout ensemble cast and songs from a score of '60s musical icons, including The Grateful Dead, The Doors, Jefferson Airplane and Country Joe and the Fish -- plus a new recording of ""Freedom"" from Richie Havens.",R,Drama,Ang Lee,James Schamus,2009-08-28,"Dec 15, 2009",$,7366736.0,121 minutes,Focus Features,2009,50
377,"It's 1969, and Elliot Tiber, a down-on-his-luck interior designer in Greenwich Village, New York, has to move back upstate to help his parents run their dilapidated Catskills motel, The El Monaco. The bank's about to foreclose; his father wants to burn the place down, but hasn't paid the insurance; and Elliot is still figuring how to come out to his parents. When Elliot hears that a neighboring town has pulled the permit on a hippie music festival, he calls the producers, thinking he could drum up some much-needed business for the motel. Three weeks later, half a million people are on their way to his neighbor's farm in White Lake, N.Y., and Elliot finds himself swept up in a generation-defining experience that would change his life, and American culture, forever. The film features a standout ensemble cast and songs from a score of '60s musical icons, including The Grateful Dead, The Doors, Jefferson Airplane and Country Joe and the Fish -- plus a new recording of ""Freedom"" from Richie Havens.",R,Musical and Performing Arts,Ang Lee,James Schamus,2009-08-28,"Dec 15, 2009",$,7366736.0,121 minutes,Focus Features,2009,50
410,"""Cadillac Records"" is about the rise and fall of Chess Records, which launched the careers of Muddy Waters, Etta James and Chuck Berry. Leonard Chess scoured the South, checking out the various blues scenes and selling records from the back of his Cadillac.",R,Drama,Darnell Martin,Darnell Martin,2008-12-05,"Mar 10, 2009",$,8134217.0,108 minutes,Sony Pictures,2008,65
410,"""Cadillac Records"" is about the rise and fall of Chess Records, which launched the careers of Muddy Waters, Etta James and Chuck Berry. Leonard Chess scoured the South, checking out the various blues scenes and selling records from the back of his Cadillac.",R,Musical and Performing Arts,Darnell Martin,Darnell Martin,2008-12-05,"Mar 10, 2009",$,8134217.0,108 minutes,Sony Pictures,2008,65
418,"Eight strangers with eight different points of view try to unlock the one truth behind an assassination attempt on the president of the United States. Thomas Barnes and Kent Taylor are two Secret Service agents assigned to protect President Ashton at a landmark summit on the global war on terror. When President Ashton is shot moments after his arrival in Spain, chaos ensues and disparate lives collide in the hunt for the assassin. In the crowd is Howard Lewis, an American tourist who thinks he's captured the shooter on his camcorder while videotaping the event for his kids back home. Also there, relaying the historic event to millions of TV viewers across the globe, is American TV news producer Rex Brooks. As they and others reveal their stories, the pieces of the puzzle will fall into place--and it will become apparent that shocking motivations lurk just beneath the surface.",PG-13,Action and Adventure,Pete Travis,,2008-02-20,"Jul 1, 2008",$,72266306.0,90 minutes,Sony Pictures Releasing,2008,35
418,"Eight strangers with eight different points of view try to unlock the one truth behind an assassination attempt on the president of the United States. Thomas Barnes and Kent Taylor are two Secret Service agents assigned to protect President Ashton at a landmark summit on the global war on terror. When President Ashton is shot moments after his arrival in Spain, chaos ensues and disparate lives collide in the hunt for the assassin. In the crowd is Howard Lewis, an American tourist who thinks he's captured the shooter on his camcorder while videotaping the event for his kids back home. Also there, relaying the historic event to millions of TV viewers across the globe, is American TV news producer Rex Brooks. As they and others reveal their stories, the pieces of the puzzle will fall into place--and it will become apparent that shocking motivations lurk just beneath the surface.",PG-13,Drama,Pete Travis,,2008-02-20,"Jul 1, 2008",$,72266306.0,90 minutes,Sony Pictures Releasing,2008,35
418,"Eight strangers with eight different points of view try to unlock the one truth behind an assassination attempt on the president of the United States. Thomas Barnes and Kent Taylor are two Secret Service agents assigned to protect President Ashton at a landmark summit on the global war on terror. When President Ashton is shot moments after his arrival in Spain, chaos ensues and disparate lives collide in the hunt for the assassin. In the crowd is Howard Lewis, an American tourist who thinks he's captured the shooter on his camcorder while videotaping the event for his kids back home. Also there, relaying the historic event to millions of TV viewers across the globe, is American TV news producer Rex Brooks. As they and others reveal their stories, the pieces of the puzzle will fall into place--and it will become apparent that shocking motivations lurk just beneath the surface.",PG-13,Mystery and Suspense,Pete Travis,,2008-02-20,"Jul 1, 2008",$,72266306.0,90 minutes,Sony Pictures Releasing,2008,35
423,"Deep in the San Fernando Valley, amidst rows of dilapidated warehouses, was rock n' roll's best kept secret: Sound City. America's greatest unsung recording studio housed a one-of-a-kind console, and as its legend grew, seminal bands and artists such as Fleetwood Mac, Neil Young, Rick Springfield, Tom Petty, Metallica and Nirvana all came out to put magic to tape. Directed by Dave Grohl (Nirvana, Foo Fighters) and featuring interviews and performances from the iconic musicians who recorded some of rock's greatest albums at the studio, Sound City doesn't just tell the story of this real-life rock 'n' roll shrine, it celebrates the human element of music as Grohl gathers some of rock's biggest artists to collaborate on a new album. Using Sound City's legendary analog console, together these artists continue to create musical miracles in a digital world. (c) Variance",NR,Documentary,Dave Grohl,Mark Monroe,2013-02-01,"Apr 7, 2014",$,419361.0,108 minutes,Variance Films,2013,100
